,artist,song_name,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1201,Bad Bunny,Un Verano Sin Ti,18HOjcvTVV7W8YzBuOsAPS,0.503,0.496,5,-9.123,0,0.0556,0.693,0.0,0.123,0.412,187.844,148143,4
1202,Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),4eNOLmx8r2IJAVKvBBL1jv,0.808,0.639,1,-7.266,0,0.279,0.0802,0.0,0.15,0.395,118.0,144349,4
1203,Lee Brice,Soul,3vCUelLOtiuNF78p9LNWZF,0.789,0.642,11,-8.304,1,0.0352,0.357,0.0,0.0985,0.755,121.003,167680,4
1204,Conan Gray,People Watching,3TFoEJe5zNuHZStRboWPxg,0.53,0.592,5,-7.281,1,0.0534,0.381,0.0,0.294,0.544,125.721,158537,4
1205,G Herbo,PTSD,1C8ux1YWLMHCenYJFiIV4Z,0.883,0.808,1,-3.158,0,0.182,0.0313,0.0,0.207,0.806,119.01,232065,4
1206,Ice Spice,Munch (Feelin’ U),1jOgJN75btuUONIdf57vHz,0.811,0.528,11,-7.278,0,0.275,0.291,0.0,0.0787,0.635,166.084,104819,4
1207,Kodak Black,Love & War,293mQGfVwgXIOdA1GpiwAt,0.762,0.649,11,-5.624,0,0.0527,0.58,1.7e-05,0.0971,0.501,145.09,239146,4
1208,Juice WRLD,Righteous,5dOxHHMOFAbG3VH23t0xNm,0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,242181,4
1209,Dustin Lynch,Thinking 'Bout You (feat. MacKenzie Porter),4wBjKhJx6JnGoNJfJs24pd,0.403,0.711,8,-4.189,1,0.0569,0.137,0.0,0.109,0.801,203.803,170560,4
1210,Joji,Feeling Like The End,1abwytAhbWeHrbsA9eODOy,0.794,0.668,2,-7.689,1,0.0646,0.299,0.00104,0.0899,0.632,148.016,102480,4
1211,Noah Kahan,All My Love,7ByxizhA4GgEf7Sxomxhze,0.637,0.651,2,-7.089,1,0.0521,0.32,0.0,0.0938,0.485,115.926,251511,4
1212,Playboi Carti,New Tank,4txKMpsSfZRV6durPuHVq0,0.819,0.638,10,-4.831,0,0.226,0.031,0.000116,0.152,0.167,150.993,89741,4
1213,Faye Webster,Kingston,5WbfFTuIldjL9x7W6y5l7R,0.73,0.355,10,-9.13,0,0.0359,0.154,0.00155,0.117,0.56,142.143,202653,4
1214,$uicideboy$,Sorry for the Delay,49YpGS0rVcRLtiDvx5JQyp,0.787,0.889,2,-3.125,1,0.128,0.00951,0.000322,0.652,0.677,156.027,172400,4
1215,Fuerza Regida,Ch y la Pizza,1ySH55O0zbQBR77q8wQEyn,0.661,0.6,8,-4.495,1,0.125,0.401,0.0,0.141,0.848,148.666,136913,3
1216,Kendrick Lamar,Count Me Out,6BU1RZexmvJcBjgagVVt3M,0.776,0.431,4,-7.544,0,0.091,0.671,0.0,0.153,0.495,133.999,283642,4
1217,Grupo Firme,Calidad,0uBcoM4zxRXk7kmsmxoiFS,0.731,0.491,0,-3.116,1,0.029,0.609,0.0,0.262,0.781,132.891,170053,3
1218,Harry Styles,Daydreaming,69w5X6uTrOaWM32IetSzvO,0.707,0.811,4,-5.298,0,0.0304,0.311,0.0152,0.131,0.899,113.971,187342,4
1219,Hitkidd,F.N.F. (Let's Go),1vrFJDrysqmsNAgyjBzx4f,0.864,0.476,1,-10.068,1,0.436,0.0374,0.0,0.374,0.647,157.144,137580,4
1220,Leah Kate,10 Things I Hate About You,6Jkm5kUldvIqxzI1Pa7nXH,0.544,0.786,8,-2.97,1,0.0501,0.00991,0.0,0.169,0.446,153.967,157138,4
1221,Olivia Rodrigo,"1 step forward, 3 steps back",4wcBRRpIfesgcyUtis7PEg,0.473,0.203,2,-12.627,1,0.102,0.941,0.0,0.126,0.419,168.884,163587,4
1222,XXXTENTACION,bad vibes forever,03eJ2DclFWXYU8GWgANdmZ,0.8,0.526,8,-5.153,1,0.0716,0.334,0.00174,0.0571,0.746,129.874,150475,4
1223,NLE Choppa,Slut Me Out,5BmB3OaQyYXCqRyN8iR2Yi,0.938,0.606,6,-6.396,0,0.419,0.117,0.0,0.528,0.706,121.108,123673,4
1224,Drake,I Guess It’s Fuck Me,31bsuKDOzFGzBAoXxtnAJm,0.385,0.34,7,-11.754,1,0.051,0.499,1.2e-05,0.196,0.0398,83.947,263988,4
1225,Zach Bryan,Snow,6K4336phprB3Mj8qwYxibR,0.557,0.0736,1,-15.741,1,0.0568,0.806,0.0,0.099,0.196,155.294,178573,4
1226,The Neighbourhood,Pretty Boy,7IL8PSVwLOJxqYne6azxQv,0.578,0.386,6,-11.464,1,0.0278,0.208,0.0453,0.307,0.569,154.902,234093,4
1227,The Weeknd,Less Than Zero,2D4dV2KXDTszzJ3p3cFqhA,0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981,211814,4
1228,Lil Baby,Forever (feat. Fridayy),1T4k0sw0HldDg004Kw4Oct,0.462,0.251,4,-12.072,0,0.159,0.414,0.0,0.201,0.137,89.705,167977,3
1229,YoungBoy Never Broke Again,Nevada,2cEnKRR4dYBB2VA1mjlb1z,0.777,0.59,0,-8.741,0,0.286,0.397,0.0,0.169,0.238,147.978,155738,4
1230,NewJeans,Cookie,2DwUdMJ5uxv20EhAildreg,0.847,0.638,0,-3.764,1,0.0575,0.0596,0.0,0.0894,0.661,156.935,235562,4
1231,Stevie Wonder,Someday At Christmas,2X5noCM9Klrm4zXfyyPdRN,0.33,0.44,5,-9.858,1,0.0296,0.603,0.0,0.481,0.228,98.567,168413,4
1232,Pentatonix,Kid On Christmas (feat. Meghan Trainor),5glU2EWqa5hpYqGPboSNjV,0.419,0.817,2,-4.704,1,0.0468,0.0243,0.0,0.251,0.317,78.107,202600,4
1233,Rod Wave,Alone,5ie5OPdaP9fivYaKcjwKF1,0.596,0.545,3,-6.911,0,0.0368,0.703,0.0,0.0811,0.0923,82.07,191159,4
1234,Bad Bunny,TE MUDASTE,5RubKOuDoPn5Kj5TLVxSxY,0.811,0.637,10,-4.835,0,0.0591,0.234,0.000572,0.118,0.471,92.025,130014,4
1235,Ivan Cornejo,Ya Te Perdí - Deluxe,4Nvm7kFymlxLeF5Qd69nuB,0.55,0.352,8,-9.236,1,0.0272,0.469,7.48e-05,0.119,0.169,123.794,264300,4
1236,Stephen Dawes,Teenage Dream,3Y2MvObZdPakD1X71KOxCD,0.615,0.361,10,-9.57,1,0.028,0.38,0.0,0.0844,0.244,111.991,177857,4
1237,Montell Fish,Hotel,0JzG1wJuB4v9UPkSE7LMXi,0.228,0.427,0,-8.739,0,0.0363,0.752,0.0167,0.592,0.192,180.345,197333,4
1238,Stray Kids,CASE 143,3O8G8eVrhfXTGttyQ1xVuq,0.812,0.89,6,-2.661,0,0.209,0.0961,0.0,0.0222,0.69,100.006,191965,4
1239,Steve Lacy,Bad Habit - Sped Up,4i7HqWsN7iJzsXpsW5h1nb,0.709,0.679,9,-4.828,1,0.0588,0.808,4.61e-05,0.428,0.852,102.653,191336,4
1240,Bad Bunny,Dos Mil 16,4d4ZXH4dr5bYfgErHiZCX2,0.817,0.67,1,-6.534,1,0.0506,0.123,1.92e-06,0.128,0.495,130.058,208615,3
1241,hemlocke springs,girlfriend,0Dl965SLJGi9bB0SrvtPRx,0.763,0.759,11,-3.925,0,0.0906,0.218,4.24e-05,0.0724,0.964,146.006,133151,4
1242,HARDY,TRUCK BED,73NzYbpaYvQ7JfpjztFESL,0.662,0.77,0,-4.887,1,0.0367,0.0875,0.0,0.35,0.769,132.057,167535,4
1243,Kanye West,Praise God,0WSEq9Ko4kFPt8yo3ICd6T,0.798,0.545,1,-6.466,1,0.168,0.00904,9.48e-05,0.258,0.212,118.029,226653,4
1244,Drake,What’s Next,3aQem4jVGdhtg116TmJnHz,0.781,0.594,0,-6.959,0,0.0485,0.0136,0.0,0.162,0.0628,129.895,178154,4
1245,Dan + Shay,Take Me Home For Christmas,72HP2M4jjw4t0AIGdEVGEF,0.694,0.769,6,-4.665,1,0.0325,0.163,0.0,0.0976,0.663,93.033,203880,4
1246,Beyoncé,ALIEN SUPERSTAR,1Hohk6AufHZOrrhMXZppax,0.545,0.641,10,-6.398,0,0.0998,0.00453,6.59e-05,0.171,0.464,121.892,215460,4
1247,Lewis Capaldi,Bruises,4Of7rzpRpV1mWRbhp5rAqG,0.736,0.308,4,-7.83,1,0.0677,0.946,0.0,0.186,0.361,111.202,220492,4
1248,Falling In Reverse,Popular Monster,4GssB27iJeqmfGxS94Tfij,0.461,0.897,3,-3.982,0,0.092,0.00821,0.0,0.0965,0.358,165.107,220537,4
1249,Morgan Wallen,Bandaid On A Bullet Hole,1RvoRAL612adAVrPUoAMHR,0.543,0.48,2,-6.745,1,0.0301,0.794,0.0,0.119,0.391,154.78,234333,3
1250,Scotty McCreery,It Matters To Her,4aSRUXfKuBbmje0eXNukuL,0.516,0.752,7,-5.09,1,0.0333,0.00528,3.78e-05,0.251,0.482,105.007,171880,4
1251,$uicideboy$,Center Core Never More,67IECOggWzBnCERhbOlTRp,0.655,0.782,8,-6.825,1,0.392,0.0105,0.00367,0.12,0.372,167.003,164723,4
1252,Juice WRLD,Sometimes,3i6sCTU7ENlnHpHvrHUitW,0.674,0.58,8,-4.866,1,0.0311,0.0609,0.0,0.159,0.0759,121.987,259672,4
1253,OneRepublic,Sunshine,5r43qanLhUCdBj8HN3fa6B,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,163855,4
1254,Lost Frequencies,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,148197,4
1255,BoyWithUke,Sick of U (with Oliver Tree),5IXdkgrT4lb9sKIb8tbOQ3,0.676,0.814,0,-3.213,1,0.0585,0.277,0.0,0.0953,0.601,92.554,168676,4
1256,ROSALÍA,DESPECHÁ RMX,4CD623yLJVvKJxUyzaTqtC,0.954,0.582,9,-5.744,0,0.0727,0.235,1.26e-06,0.0572,0.884,130.008,170828,4
1257,Bad Bunny,DÁKITI,4MzXwWMhyBbmu6hOcLVD49,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4
1258,A Boogie Wit da Hoodie,Me and My Guitar,6cZH4rX1KTt1aJ3Ql6Ynja,0.644,0.587,7,-6.736,0,0.353,0.473,0.0,0.0759,0.68,173.972,161765,4
1259,Don Toliver,Do It Right,4ZevD501qZiFK7FY8DFn0V,0.662,0.515,5,-6.867,1,0.199,0.458,0.0,0.163,0.386,69.808,174474,4
1260,Yeat,Poppin,3wn8nOygkHLUQ9dlXM1rKW,0.705,0.613,7,-7.441,1,0.123,0.262,6.97e-06,0.198,0.259,74.521,167187,4
1261,Charlie Puth,Light Switch,1jEBSDN5vYViJQr78W7jr2,0.689,0.627,6,-5.692,1,0.308,0.105,0.000321,0.0905,0.905,184.008,187704,4
1262,Lil Durk,Broadway Girls (feat. Morgan Wallen),7qTaDOcld0VmBWXnkbUj45,0.659,0.745,10,-3.599,1,0.0347,0.0417,0.0,0.296,0.54,74.967,185600,4
1263,Cris Mj,Una Noche en Medellín,1O2pcBJGej0pmH2Y9XZMs6,0.87,0.548,10,-5.253,0,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,153750,4
1264,Morgan Wallen,Somebody’s Problem,42lqBjPYlmL1EXpMDXvhSN,0.658,0.538,5,-7.676,1,0.0289,0.657,0.0,0.123,0.62,136.967,161773,4
1265,Lil Tecca,Love Me,4e0FYxSROat25pH16zMTZI,0.719,0.538,11,-6.897,0,0.28,0.632,0.0,0.135,0.803,204.132,117013,4
1266,Pop Smoke,Got It On Me,25zlnOAzbVoOzIeXSvQFf1,0.688,0.647,2,-7.258,1,0.19,0.00815,1.65e-05,0.095,0.195,88.834,164580,4
1267,Rod Wave,Street Runner,5iMRhOHzze2CujxHiJ6cRL,0.599,0.61,5,-8.633,0,0.24,0.213,0.000414,0.151,0.434,159.933,252021,4
1268,Drake,Time Flies,5H4mXWKcicuLKDn4Jy0sK7,0.864,0.477,10,-5.786,1,0.224,0.201,0.0,0.182,0.5,86.46,192932,4
1269,Lil Tecca,Our Time,2WxUIiq06XXPYWl9YcRJnD,0.895,0.439,5,-12.142,0,0.319,0.199,0.0,0.0683,0.633,109.988,98413,4
1270,Young Dolph,Get Away,65nmqAEqW7CJIkXOIkxyg8,0.839,0.642,1,-5.581,1,0.0535,0.0431,6.76e-05,0.148,0.211,140.078,180760,4
1271,Adele,Easy On Me,46IZ0fSY2mpAiktS3KOqds,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,224695,4
1272,Billie Eilish,The 30th,5SHpuW2qjkQtFRpE6P9Nks,0.387,0.135,7,-14.398,1,0.051,0.929,0.0,0.0948,0.21,82.987,216448,4
1273,Lil Tjay,Give You What You Want,6PQK1Y3Dl6dym9pj0y9Chy,0.691,0.656,10,-5.673,0,0.0679,0.222,0.00111,0.153,0.393,89.467,159331,4
1274,$NOT,GOSHA,0j8ppsOOawdPCJnSTcXgOy,0.847,0.448,0,-10.14,1,0.416,0.81,1.35e-05,0.325,0.488,79.975,120000,4
1275,Dan + Shay,You,2xPV95cfbyusygMTxpa3SW,0.544,0.572,0,-6.205,1,0.0319,0.118,0.0,0.234,0.52,169.885,196253,4
1276,Ashley Cooke,Never Til Now (feat. Brett Young),4232gJU5ljjFmKaPh0cKds,0.382,0.408,10,-7.552,1,0.0407,0.75,0.0,0.127,0.128,77.063,173534,4
1277,Taylor Swift,right where you left me - bonus track,3zwMVvkBe2qIKDObWgXw4N,0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,245027,4
1278,dkj,Aces,4pV6Kx1T9L49PBFwH1g8ca,0.602,0.537,10,-11.389,0,0.0332,0.00118,0.947,0.289,0.428,139.94,122250,4
1279,Bee Gees,Stayin Alive,5ubvP9oKmxLUVq506fgLhk,0.702,0.773,10,-9.256,0,0.0343,0.0288,0.00871,0.147,0.953,103.564,285373,4
1280,Kanye West,Moon,7CC6UbCs4iGsePSzFxYxNn,0.319,0.236,5,-9.644,1,0.0318,0.898,1.62e-05,0.272,0.254,162.351,156091,4
1281,IVE,LOVE DIVE,0Q5VnK2DYzRyfqQRJuUtvi,0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,177187,4
1282,Elton John,Cold Heart - PNAU Remix,7rglLriMNBPAyuJOMGwi39,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,202735,4
1283,Kay Flock,PSA,6T5i0o62ZyfHRRHHihYJ1n,0.872,0.77,1,-6.722,1,0.538,0.0591,0.0,0.0663,0.817,147.061,113600,4
1284,RM,Wild Flower (with youjeen),1AZjCZSGEjlxUufFQwSszF,0.486,0.766,8,-5.821,1,0.0938,0.0282,0.0,0.123,0.417,154.992,273500,4
1285,Rauw Alejandro,Desesperados,6mmPpaltUZK7xjNlBPQQ0p,0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,224997,4
1286,Tems,Free Mind,2mzM4Y0Rnx2BDZqRnhQ5Q6,0.562,0.463,6,-7.478,1,0.0787,0.442,0.000145,0.157,0.416,125.15,247579,5
1287,Swedish House Mafia,Moth To A Flame (with The Weeknd),0VO8gYVDSwM1Qdd2GsMoYK,0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,234000,4
1288,Zach Bryan,Letting Someone Go,6Wxx1jXr6EyGdt8RuYFzvj,0.543,0.117,0,-15.153,1,0.0389,0.811,0.0,0.147,0.395,83.607,239761,4
1289,Juice WRLD,Hate The Other Side (with Marshmello & The Kid Laroi),0ada5XsQGLPUVbmTCkAP49,0.701,0.65,6,-6.313,1,0.104,0.291,0.0,0.112,0.647,90.003,160212,4
1290,Kaash Paige,Love Songs - Bonus,6qL5UWxRSQYml9O99ozoLv,0.641,0.355,5,-10.599,1,0.0906,0.831,0.000855,0.11,0.453,120.032,148640,4
1291,The Kid LAROI,Thousand Miles,1r8ZCjfrQxoy2wVaBUbpwg,0.376,0.657,7,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565,164782,4
1292,Cardi B,Hot Shit (feat. Ye & Lil Durk),3uJFmluXzYedoJcvhpC1AW,0.878,0.685,9,-5.28,1,0.225,0.00152,0.0,0.0753,0.523,157.003,211649,4
1293,ERNEST,Flower Shops (feat. Morgan Wallen),2ccuOtUjIyx3tPcsnpeBzJ,0.527,0.461,7,-5.908,1,0.0269,0.118,0.0,0.0831,0.227,128.153,214405,3
1294,Brent Faiyaz,"GRAVITY (FEAT. TYLER, THE CREATOR)",3zakx7RAwdkUQlOoQ7SJRt,0.541,0.619,1,-8.746,0,0.254,0.167,0.00633,0.144,0.491,163.908,214693,4
1295,Only The Family,Hellcats & Trackhawks,53tv6ZbyeAwfAUwFaxYbfO,0.841,0.672,1,-5.557,0,0.371,0.0122,0.0,0.321,0.599,157.026,146845,4
1296,Lil Tjay,Beat the Odds,2BJWxD8xKrDv8vneTvTIm9,0.498,0.625,8,-7.452,0,0.342,0.054,0.0,0.175,0.478,84.821,150000,4
1297,Reneé Rapp,In The Kitchen,2VFetGqLYq0Pc8ZtRYCaeL,0.364,0.294,0,-6.578,0,0.0504,0.833,0.0,0.264,0.125,79.477,227749,3
1298,MAVI,"Love, of Money",2XILilAwcXHdGwZLNHteue,0.371,0.655,0,-9.901,1,0.0771,0.0526,2.14e-06,0.168,0.855,147.794,64766,4
1299,Oscar Maydon,Los Collares,46FdwGMcgz6gik4RCpWBAW,0.645,0.712,1,-5.787,1,0.188,0.208,0.0,0.3,0.805,136.724,148793,3
1300,CORPSE,HOT DEMON B!TCHES NEAR U ! ! !,7v4pPS4A7NgY7bxFA3Etv3,0.788,0.764,7,-4.054,1,0.254,0.00918,0.0,0.224,0.841,100.095,96000,4
1301,Grupo Firme,Ya Supérame (En Vivo),6HIIuuUIEzH1meVdGbMXyf,0.436,0.4,0,-6.521,1,0.11,0.463,0.0,0.76,0.568,75.576,189050,3
1302,Kendrick Lamar,Father Time (feat. Sampha),28qA8y1sz0FTuSapsCxNOG,0.514,0.779,10,-4.365,0,0.344,0.181,0.0,0.099,0.517,152.869,222497,4
1303,Key Glock,Ambition For Cash,4mIHgQ3ofK2RK34UdbqMbe,0.841,0.732,7,-5.186,0,0.19,0.0115,2.18e-05,0.136,0.576,149.012,143480,4
1304,DJ Khaled,STAYING ALIVE (feat. Drake & Lil Baby),0g2Bbgy7P41pFjMWJuzsf4,0.718,0.461,4,-7.676,0,0.0797,0.068,0.0,0.283,0.181,129.953,178176,4
1305,Eden Muñoz,Como Quieras Quiero,7MyOq9tWhL9bGHeeG5Iz5p,0.555,0.707,10,-7.665,1,0.12,0.644,1.07e-05,0.101,0.963,185.914,122097,3
1306,YoungBoy Never Broke Again,Vette Motors,0HrWshW3SuFJ6nKS9ba9Mh,0.83,0.644,10,-5.431,0,0.407,0.0298,0.0,0.11,0.227,155.103,173419,4
1307,Zach Bryan,Fifth of May,1wLNEMiUzwvRZz9XHCXhAE,0.596,0.544,4,-7.039,1,0.0341,0.391,3.06e-06,0.129,0.707,136.728,178151,4
1308,Jaah SLT,Tuff,5nCg0pD9BpWouChvS8eMSO,0.939,0.23,5,-13.924,1,0.137,0.255,0.0,0.0574,0.549,99.941,124960,4
1309,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,3CIyK1V4JEJkg02E4EJnDl,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,173381,4
1310,Lil Tecca,Did It Again,4guBZjUyrGoHsTahO3IHdj,0.686,0.561,10,-9.929,0,0.191,0.185,0.0,0.114,0.186,148.775,116240,4
1312,Chris Jedi,La Llevo Al Cielo (Ft. Ñengo Flow),6DoL1yYIwEW7VZMRaJhoJI,0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,254920,4
1313,Kelsea Ballerini,IF YOU GO DOWN (I'M GOIN' DOWN TOO),1jX9wlAgVkAl0fCZqkCI73,0.676,0.856,11,-4.35,1,0.0393,0.454,0.0,0.141,0.965,144.092,166036,4
1314,Olivia Rodrigo,enough for you,2TOzTqQXNmR2zDJXihjZ2e,0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,88.485,202827,4
1315,Cavetown,Juliet,45ROR8UMn60YEVQnDy0uVF,0.546,0.586,6,-8.488,1,0.0313,0.00346,0.00114,0.0562,0.364,131.778,278991,4
1316,Billie Eilish,listen before i go,0tMSssfxAL2oV8Vri0mFHE,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,242652,3
1317,Mac Miller,Blue World,2hwOoMtWPtTSSn6WHV7Vp5,0.742,0.553,8,-8.98,1,0.419,0.389,0.0,0.0694,0.508,84.931,209440,4
1318,Miranda Lambert,Strange,6BWOWBSalJEp7woRZSyiMb,0.723,0.633,6,-6.982,1,0.0332,0.0551,1.93e-05,0.0665,0.498,112.022,211227,4
1319,42 Dugg,4 Da Gang (with Roddy Ricch),1mAey8kEPmDM2icL56kS9d,0.87,0.561,7,-10.388,1,0.186,0.0124,0.0,0.103,0.691,100.458,156368,4
1320,Germ,AWKWARD CAR DRIVE,3aEDTqPcVXDiuKXaedAZgx,0.81,0.438,8,-9.587,1,0.58,0.0134,0.0,0.0851,0.137,82.943,109898,4
1321,Christian Nodal,Ya No Somos Ni Seremos,0UXlu64mDLvfzR8IXMz06J,0.588,0.452,7,-4.75,1,0.0268,0.437,0.0,0.344,0.734,139.953,185723,4
1322,Daddy Yankee,X ÚLTIMA VEZ,48AJSd42lXpicsGqcgopof,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,192477,4
1323,Polo G,I Know,40j4RoqmLiivqzRObbQ4BF,0.807,0.665,5,-5.249,0,0.276,0.0919,0.0,0.0788,0.557,164.964,176575,4
1324,JVKE,this is what heartbreak feels like,4RxdAzEmkPXTiIU6ULLoXh,0.707,0.474,1,-4.603,1,0.0672,0.578,0.0,0.11,0.538,109.991,157636,4
1325,Brightlo,Pink Noise for Dreaming,1Tjrhay8eQSfkOcqVh7PiQ,0.167,0.113,1,-37.027,1,0.0649,0.911,0.94,0.112,0.148,124.716,193250,5
1326,Polo G,Distraction,1oc92BMKYkNxK17C2GtyRM,0.713,0.689,11,-5.99,1,0.255,0.16,0.0,0.136,0.63,156.934,171319,4
1327,J Balvin,QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,222347,4
1328,Zach Bryan,Revival,2QfX9Pdz3q66fN3kCXl0Js,0.464,0.366,7,-9.025,1,0.047,0.772,1.58e-05,0.0949,0.328,78.846,221250,4
1329,Bad Bunny,Aguacero,2uflssWlCaJ6CbTMOsUpNI,0.861,0.645,6,-6.96,0,0.0743,0.423,0.000592,0.349,0.668,121.391,210989,5
1330,Jon Pardi,Your Heart Or Mine,7ETjhPaIU4UmHOiimJBZz9,0.639,0.713,5,-4.368,0,0.0337,0.0539,0.0,0.102,0.717,86.1,161200,4
1331,Harry Styles,Cinema,35TyJIMR3xRouUuo2sjS6v,0.829,0.644,9,-7.696,0,0.0427,0.354,0.0511,0.0944,0.896,105.993,243508,4
1332,Hailee Steinfeld,Coast (feat. Anderson .Paak),1l4iQsOZ5sOXZPMQLvouaB,0.701,0.875,11,-4.1,1,0.0757,0.0262,7.32e-06,0.137,0.84,111.976,166720,4
1333,Polo G,Go Stupid,4PklAHGXT5ityno3IA8SKd,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034,165726,4
1334,$uicideboy$,Genesis,2UbMJbQq6G0TJnmnubgolV,0.55,0.762,0,-7.861,1,0.32,0.0109,0.00179,0.398,0.347,200.211,162138,4
1335,Tate McRae,uh oh,6qmvAJSUfVGMubvI2awW7p,0.625,0.604,10,-7.415,0,0.339,0.257,2.06e-05,0.129,0.372,174.089,169722,4
1336,Muni Long,Hrs & Hrs,3ncmoWTwJgx63LwMTyBCXf,0.52,0.546,8,-4.991,0,0.213,0.579,0.0,0.112,0.634,137.419,204317,3
1337,Lil Tecca,Ransom (with Juice WRLD) - Remix,2WsuSYJNXGKXVYkHPnq2yp,0.684,0.671,2,-6.424,0,0.289,0.0119,0.0,0.0769,0.45,179.987,171253,4
1338,Bad Bunny,Safaera,2DEZmgHKAvm41k4J3R2E9Y,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,295177,4
1339,Adelmar Borrego,"Twinkle, Twinkle, Little Star",147gCksvDRmjG1pO51ZCcf,0.443,0.0248,11,-25.351,1,0.0622,0.996,0.967,0.12,0.52,68.123,100562,4
1340,$uicideboy$,Fucking Your Culture,2gkVweydDn7MmHmqXAlEzk,0.752,0.807,11,-4.386,1,0.172,0.0146,0.000376,0.8,0.442,87.507,195994,4
1341,Junior H,El Hijo Mayor,1RGlfmdvcfatN0ZLOmzanS,0.571,0.567,8,-6.873,1,0.0994,0.431,0.0,0.129,0.967,165.332,196500,3
